name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	auto prefix	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
Mo Rune	1	100	47	0	47			32	1	0	1	152180		r35	r22	r35		r35	r35	r35	16	1	1	0	0	0	flprun	invr-mo		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
No Rune	1	100	48	0	48			33	1	0	1	161000		r36	r23	r36		r36	r36	r36	16	1	1	0	0	0	flprun	invr-no		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
Te Rune	1	100	50	0	50			34	1	0	1	169820		r37	r24	r37		r37	r37	r37	16	1	1	0	0	0	flprun	invr-te		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
Ro Rune	1	100	51	0	51			35	1	0	1	178640		r38	r25	r38		r38	r38	r38	16	1	1	0	0	0	flprun	invr-ro		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
So Rune	1	100	52	0	52			36	1	0	1	187460		r39	r26	r39		r39	r39	r39	16	1	1	0	0	0	flprun	invr-so		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
Mu Rune	1	100	54	0	54			37	1	0	1	196280		r40	r27	r40		r40	r40	r40	16	1	1	0	0	0	flprun	invr-mu		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
Ne Rune	1	100	55	0	55			38	1	0	1	205100		r41	r28	r41		r41	r41	r41	16	1	1	0	0	0	flprun	invr-ne		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
Re Rune	1	100	56	0	56			39	1	0	1	213920		r42	r29	r42		r42	r42	r42	16	1	1	0	0	0	flprun	invr-re		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
Su Rune	1	100	57	0	57			40	1	0	1	222740		r43	r30	r43		r43	r43	r43	16	1	1	0	0	0	flprun	invr-su		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
He Rune	1	100	59	0	59			41	1	0	1	231560		r44	r31	r44		r44	r44	r44	16	1	1	0	0	0	flprun	invr-he		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
Nu Rune	1	100	60	0	60			42	1	0	1	240380		r45	r32	r45		r45	r45	r45	16	1	1	0	0	0	flprun	invr-nu		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
Wo Rune	1	100	61	0	61			43	1	0	1	249200		r46	r33	r46		r46	r46	r46	16	1	1	0	0	0	flprun	invr-wo		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
Gem Can	0	0	0	0	0			1	1	0	1	500		kv0	kv0	can1		kv0	kv0	kv0	16	1	1	0	0	0	flprun	invgmknv		0	xxx			0	can1		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	kv0				0	0	0	non	0					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1			
Gem Can	0	0	0	0	0			1	1	0	1	500		ky0	ky0	can1		ky0	ky0	ky0	16	1	1	0	0	0	flprun	invgmkny		0	xxx			0	can1		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	ky0				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Gem Can	0	0	0	0	0			1	1	0	1	500		kb0	kb0	can1		kb0	kb0	kb0	16	1	1	0	0	0	flprun	invgmknb		0	xxx			0	can1		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	kb0				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Gem Can	0	0	0	0	0			1	1	0	1	500		kg0	kg0	can1		kg0	kg0	kg0	16	1	1	0	0	0	flprun	invgmkng		0	xxx			0	can1		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	kg0				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Gem Can	0	0	0	0	0			1	1	0	1	500		kr0	kr0	can1		kr0	kr0	kr0	16	1	1	0	0	0	flprun	invgmknr		0	xxx			0	can1		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	kr0				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Gem Can	0	0	0	0	0			1	1	0	1	500		kw0	kw0	can1		kw0	kw0	kw0	16	1	1	0	0	0	flprun	invgmknw		0	xxx			0	can1		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	kw0				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Gem Can	0	0	0	0	0			1	1	0	1	500		ks0	ks0	can1		ks0	ks0	ks0	16	1	1	0	0	0	flprun	invgmkns		0	xxx			0	can1		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	ks0				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Gem Can	0	0	0	0	0			1	1	0	1	500		kk0	kk0	can1		kk0	kk0	kk0	16	1	1	0	0	0	flprun	invgmknk		0	xxx			0	can1		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	kk0				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crystal Can	0	0	0	0	0			1	1	0	1	500		xu0	xu0	can9		xu0	xu0	xu0	16	1	1	0	0	0	flprun	invxtkn0		0	xxx			0	can9		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	xu0				0	0	0	non	0					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1			
Crystal Can	0	0	0	0	0			1	1	0	1	500		xu1	xu1	can9		xu1	xu1	xu1	16	1	1	0	0	0	flprun	invxtkn1		0	xxx			0	can9		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	xu1				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crystal Can	0	0	0	0	0			1	1	0	1	500		xu2	xu2	can9		xu2	xu2	xu2	16	1	1	0	0	0	flprun	invxtkn2		0	xxx			0	can9		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	xu2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crystal Can	0	0	0	0	0			1	1	0	1	500		xu3	xu3	can9		xu3	xu3	xu3	16	1	1	0	0	0	flprun	invxtkn3		0	xxx			0	can9		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	xu3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crystal Can	0	0	0	0	0			1	1	0	1	500		xu4	xu4	can9		xu4	xu4	xu4	16	1	1	0	0	0	flprun	invxtkn4		0	xxx			0	can9		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	xu4				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crystal Can	0	0	0	0	0			1	1	0	1	500		xu5	xu5	can9		xu5	xu5	xu5	16	1	1	0	0	0	flprun	invxtkn5		0	xxx			0	can9		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	xu5				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crystal Can	0	0	0	0	0			1	1	0	1	500		xu6	xu6	can9		xu6	xu6	xu6	16	1	1	0	0	0	flprun	invxtkn6		0	xxx			0	can9		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	xu6				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crystal Can	0	0	0	0	0			1	1	0	1	500		xu7	xu7	can9		xu7	xu7	xu7	16	1	1	0	0	0	flprun	invxtkn7		0	xxx			0	can9		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	xu7				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crystal Can	0	0	0	0	0			1	1	0	1	500		xu8	xu8	can9		xu8	xu8	xu8	16	1	1	0	0	0	flprun	invxtkn8		0	xxx			0	can9		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	xu8				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crystal Can	0	0	0	0	0			1	1	0	1	500		xu9	xu9	can9		xu9	xu9	xu9	16	1	1	0	0	0	flprun	invxtkn9		0	xxx			0	can9		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	xu9				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crystal Can	0	0	0	0	0			1	1	0	1	500		xux	xux	can9		xux	xux	xux	16	1	1	0	0	0	flprun	invxtkn10		0	xxx			0	can9		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	xux				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crystal Can	0	0	0	0	0			1	1	0	1	500		xuy	xuy	can9		xuy	xuy	xuy	16	1	1	0	0	0	flprun	invxtkn11		0	xxx			0	can9		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	0	0			0	-1												1	xuy				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Opener	0	0	0	0	0			1	1	0	1	50		ko0	ko0	opnr		ko0	ko0	ko0	16	1	1	0	0	0	flpkey	invopener		0	xxx			0	cube		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1												1	ko0				0	0	0	non	0					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1			
Opener	0	0	0	0	0			1	1	0	1	50		ko1	ko1	opnr		ko1	ko1	ko1	16	1	1	0	0	0	flpkey	invopener		0	xxx			0	cube		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1												1	ko1				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Opener	0	0	0	0	0			1	1	0	1	50		ko2	ko2	opnr		ko2	ko2	ko2	16	1	1	0	0	0	flpkey	invopener		0	xxx			0	cube		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1												1	ko2				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Opener	0	0	0	0	0			1	1	0	1	50		ko3	ko3	opnr		ko3	ko3	ko3	16	1	1	0	0	0	flpkey	invopener		0	xxx			0	cube		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1												1	ko3				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Opener	0	0	0	0	0			1	1	0	1	50		ko4	ko4	opnr		ko4	ko4	ko4	16	1	1	0	0	0	flpkey	invopener		0	xxx			0	cube		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1												1	ko4				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Opener	0	0	0	0	0			1	1	0	1	50		ko5	ko5	opnr		ko5	ko5	ko5	16	1	1	0	0	0	flpkey	invopener		0	xxx			0	cube		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1												1	ko5				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s01	s01	can2		s01	s01	s01	16	1	1	0	0	0	flprun	invs-i		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s01				0	0	0	non	0					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1			
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s02	s02	can2		s02	s02	s02	16	1	1	0	0	0	flprun	invs-u		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s02				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s03	s03	can2		s03	s03	s03	16	1	1	0	0	0	flprun	invs-shi		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s03				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s04	s04	can2		s04	s04	s04	16	1	1	0	0	0	flprun	invs-ka		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s04				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s05	s05	can2		s05	s05	s05	16	1	1	0	0	0	flprun	invs-n		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s05				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s06	s06	can2		s06	s06	s06	16	1	1	0	0	0	flprun	invs-ku		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s06				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s07	s07	can2		s07	s07	s07	16	1	1	0	0	0	flprun	invs-yo		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s07				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s08	s08	can2		s08	s08	s08	16	1	1	0	0	0	flprun	invs-ki		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s08				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s09	s09	can2		s09	s09	s09	16	1	1	0	0	0	flprun	invs-ri		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s09				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s10	s10	can2		s10	s10	s10	16	1	1	0	0	0	flprun	invs-mi		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s10				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s11	s11	can2		s11	s11	s11	16	1	1	0	0	0	flprun	invs-ya		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s11				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s12	s12	can2		s12	s12	s12	16	1	1	0	0	0	flprun	invs-a		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s12				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s13	s13	can2		s13	s13	s13	16	1	1	0	0	0	flprun	invs-tsu		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s13				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s14	s14	can2		s14	s14	s14	16	1	1	0	0	0	flprun	invs-chi		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s14				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s15	s15	can2		s15	s15	s15	16	1	1	0	0	0	flprun	invs-sa		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s15				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s16	s16	can2		s16	s16	s16	16	1	1	0	0	0	flprun	invs-yu		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s16				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s17	s17	can2		s17	s17	s17	16	1	1	0	0	0	flprun	invs-ke		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s17				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s18	s18	can2		s18	s18	s18	16	1	1	0	0	0	flprun	invs-e		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s18				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s19	s19	can2		s19	s19	s19	16	1	1	0	0	0	flprun	invs-ko		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s19				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s20	s20	can2		s20	s20	s20	16	1	1	0	0	0	flprun	invs-ra		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s20				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rune Stocker Low	0	0	0	0	0			1	1	0	1	500		s21	s21	can2		s21	s21	s21	16	1	1	0	0	0	flprun	invs-o		0	xxx			0	can2		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s21				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
