Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	ladder	noAlwaysSpawn	*eol
A5C Hrt			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	hrt	40																0
A1A Brz			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	brz	40																0
A1B Brz			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	brz	40																0
A1C Brz			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	brz	40																0
A2A Brz			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	brz	40																0
A2B Brz			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	brz	40																0
A2C Brz			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	brz	40																0
A3A Brz			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	brz	40																0
A3B Brz			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	brz	40																0
A3C Brz			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	brz	40																0
A4A Brz			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	brz	40																0
A4B Brz			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	brz	40																0
A5A Brz			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	brz	40																0
A5B Brz			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	brz	40																0
A5C Brz			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	brz	40																0
A1A Jaw			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	jaw	40																0
A1B Jaw			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	jaw	40																0
A1C Jaw			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	jaw	40																0
A2A Jaw			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	jaw	40																0
A2B Jaw			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	jaw	40																0
A2C Jaw			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	jaw	40																0
A3A Jaw			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	jaw	40																0
A3B Jaw			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	jaw	40																0
A3C Jaw			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	jaw	40																0
A4A Jaw			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	jaw	40																0
A4B Jaw			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	jaw	40																0
A5A Jaw			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	jaw	40																0
A5B Jaw			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	jaw	40																0
A5C Jaw			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	jaw	40																0
A1A Eyz			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	eyz	40																0
A1B Eyz			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	eyz	40																0
A1C Eyz			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	eyz	40																0
A2A Eyz			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	eyz	40																0
A2B Eyz			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	eyz	40																0
A2C Eyz			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	eyz	40																0
A3A Eyz			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	eyz	40																0
A3B Eyz			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	eyz	40																0
A3C Eyz			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	eyz	40																0
A4A Eyz			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	eyz	40																0
A4B Eyz			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	eyz	40																0
A5A Eyz			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	eyz	40																0
A5B Eyz			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	eyz	40																0
A5C Eyz			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	eyz	40																0
A1A Hrn			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	hrn	40																0
A1B Hrn			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	hrn	40																0
A1C Hrn			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	hrn	40																0
A2A Hrn			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	hrn	40																0
A2B Hrn			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	hrn	40																0
A2C Hrn			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	hrn	40																0
A3A Hrn			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	hrn	40																0
A3B Hrn			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	hrn	40																0
A3C Hrn			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	hrn	40																0
A4A Hrn			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	hrn	40																0
A4B Hrn			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	hrn	40																0
A5A Hrn			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	hrn	40																0
A5B Hrn			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	hrn	40																0
A5C Hrn			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	hrn	40																0
A1A Tal			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	tal	40																0
A1B Tal			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	tal	40																0
A1C Tal			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	tal	40																0
A2A Tal			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	tal	40																0
A2B Tal			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	tal	40																0
A2C Tal			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	tal	40																0
A3A Tal			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	tal	40																0
A3B Tal			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	tal	40																0
A3C Tal			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	tal	40																0
A4A Tal			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	tal	40																0
A4B Tal			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	tal	40																0
A5A Tal			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	tal	40																0
A5B Tal			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	tal	40																0
A5C Tal			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	tal	40																0
A1A Flg			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	flg	40																0
A1B Flg			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	flg	40																0
A1C Flg			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	flg	40																0
A2A Flg			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	flg	40																0
A2B Flg			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	flg	40																0
A2C Flg			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	flg	40																0
A3A Flg			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	flg	40																0
A3B Flg			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	flg	40																0
A3C Flg			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	flg	40																0
A4A Flg			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	flg	40																0
A4B Flg			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	flg	40																0
A5A Flg			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	flg	40																0
A5B Flg			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	flg	40																0
A5C Flg			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	flg	40																0
A1A Fng			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	fng	40																0
A1B Fng			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	fng	40																0
A1C Fng			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	fng	40																0
A2A Fng			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	fng	40																0
A2B Fng			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	fng	40																0
A2C Fng			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	fng	40																0
A3A Fng			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	fng	40																0
A3B Fng			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	fng	40																0
A3C Fng			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	fng	40																0
A4A Fng			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	fng	40																0
A4B Fng			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	fng	40																0
A5A Fng			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	fng	40																0
A5B Fng			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	fng	40																0
A5C Fng			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	fng	40																0
A1A Qll			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	qll	40																0
A1B Qll			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	qll	40																0
A1C Qll			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	qll	40																0
A2A Qll			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	qll	40																0
A2B Qll			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	qll	40																0
A2C Qll			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	qll	40																0
A3A Qll			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	qll	40																0
A3B Qll			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	qll	40																0
A3C Qll			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	qll	40																0
A4A Qll			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	qll	40																0
A4B Qll			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	qll	40																0
A5A Qll			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	qll	40																0
A5B Qll			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	qll	40																0
A5C Qll			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	qll	40																0
A1A Sol			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	sol	40																0
A1B Sol			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	sol	40																0
A1C Sol			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	sol	40																0
A2A Sol			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	sol	40																0
A2B Sol			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	sol	40																0
A2C Sol			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	sol	40																0
A3A Sol			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	sol	40																0
A3B Sol			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	sol	40																0
A3C Sol			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	sol	40																0
A4A Sol			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	sol	40																0
A4B Sol			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	sol	40																0
A5A Sol			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	sol	40																0
A5B Sol			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	sol	40																0
A5C Sol			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	sol	40																0
A1A Scz			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	scz	40																0
A1B Scz			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	scz	40																0
A1C Scz			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	scz	40																0
A2A Scz			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	scz	40																0
A2B Scz			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	scz	40																0
A2C Scz			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	scz	40																0
A3A Scz			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	scz	40																0
A3B Scz			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	scz	40																0
A3C Scz			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	scz	40																0
A4A Scz			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	scz	40																0
A4B Scz			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	scz	40																0
A5A Scz			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	scz	40																0
A5B Scz			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	scz	40																0
A5C Scz			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	scz	40																0
A1A Spe			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	spe	40																0
A1B Spe			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	spe	40																0
A1C Spe			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	spe	40																0
A2A Spe			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	spe	40																0
A2B Spe			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	spe	40																0
A2C Spe			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	spe	40																0
A3A Spe			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	spe	40																0
A3B Spe			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	spe	40																0
A3C Spe			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	spe	40																0
A4A Spe			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	spe	40																0
A4B Spe			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	spe	40																0
A5A Spe			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	spe	40																0
A5B Spe			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	spe	40																0
A5C Spe			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	spe	40																0
A1A None (N)			1						A1A (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2																		0
A1B None (N)			1						A1B (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2																		0
A1C None (N)			1						A1C (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2																		0
A2A None (N)			1						A2A (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2																		0
A2B None (N)			1						A2B (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2																		0
A2C None (N)			1						A2C (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2																		0
A3A None (N)			1						A3A (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2																		0
A3B None (N)			1						A3B (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2																		0
A3C None (N)			1						A3C (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2																		0
A4A None (N)			1						A4A (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2																		0
A4B None (N)			1						A4B (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2																		0
A5A None (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrt	40																0
A5B None (N)			1						A5B (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrt	40																0
A5C None (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrt	40																0
A1A Hrt (N)			1						A1A (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	hrt	40																0
A1B Hrt (N)			1						A1B (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	hrt	40																0
A1C Hrt (N)			1						A1C (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	hrt	40																0
A2A Hrt (N)			1						A2A (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	hrt	40																0
A2B Hrt (N)			1						A2B (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	hrt	40																0
A2C Hrt (N)			1						A2C (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	hrt	40																0
A3A Hrt (N)			1						A3A (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	hrt	40																0
A3B Hrt (N)			1						A3B (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	hrt	40																0
A3C Hrt (N)			1						A3C (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	hrt	40																0
A4A Hrt (N)			1						A4A (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	hrt	40																0
A4B Hrt (N)			1						A4B (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	hrt	40																0
A5A Hrt (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrt	40																0
A5B Hrt (N)			1						A5B (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrt	40																0
A5C Hrt (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrt	40																0
A1A Brz (N)			1						A1A (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	brz	40																0
A1B Brz (N)			1						A1B (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	brz	40																0
A1C Brz (N)			1						A1C (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	brz	40																0
A2A Brz (N)			1						A2A (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	brz	40																0
A2B Brz (N)			1						A2B (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	brz	40																0
A2C Brz (N)			1						A2C (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	brz	40																0
A3A Brz (N)			1						A3A (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	brz	40																0
A3B Brz (N)			1						A3B (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	brz	40																0
A3C Brz (N)			1						A3C (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	brz	40																0
A4A Brz (N)			1						A4A (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	brz	40																0
A4B Brz (N)			1						A4B (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	brz	40																0
A5A Brz (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	brz	40																0
A5B Brz (N)			1						A5B (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	brz	40																0
A5C Brz (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	brz	40																0
A1A Jaw (N)			1						A1A (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	jaw	40																0
A1B Jaw (N)			1						A1B (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	jaw	40																0
A1C Jaw (N)			1						A1C (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	jaw	40																0
A2A Jaw (N)			1						A2A (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	jaw	40																0
A2B Jaw (N)			1						A2B (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	jaw	40																0
A2C Jaw (N)			1						A2C (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	jaw	40																0
A3A Jaw (N)			1						A3A (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	jaw	40																0
A3B Jaw (N)			1						A3B (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	jaw	40																0
A3C Jaw (N)			1						A3C (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	jaw	40																0
A4A Jaw (N)			1						A4A (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	jaw	40																0
A4B Jaw (N)			1						A4B (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	jaw	40																0
A5A Jaw (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	jaw	40																0
A5B Jaw (N)			1						A5B (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	jaw	40																0
A5C Jaw (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	jaw	40																0
A1A Eyz (N)			1						A1A (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	eyz	40																0
A1B Eyz (N)			1						A1B (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	eyz	40																0
A1C Eyz (N)			1						A1C (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	eyz	40																0
A2A Eyz (N)			1						A2A (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	eyz	40																0
A2B Eyz (N)			1						A2B (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	eyz	40																0
A2C Eyz (N)			1						A2C (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	eyz	40																0
A3A Eyz (N)			1						A3A (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	eyz	40																0
A3B Eyz (N)			1						A3B (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	eyz	40																0
A3C Eyz (N)			1						A3C (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	eyz	40																0
A4A Eyz (N)			1						A4A (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	eyz	40																0
A4B Eyz (N)			1						A4B (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	eyz	40																0
A5A Eyz (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	eyz	40																0
A5B Eyz (N)			1						A5B (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	eyz	40																0
A5C Eyz (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	eyz	40																0
A1A Hrn (N)			1						A1A (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	hrn	40																0
A1B Hrn (N)			1						A1B (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	hrn	40																0
A1C Hrn (N)			1						A1C (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	hrn	40																0
A2A Hrn (N)			1						A2A (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	hrn	40																0
A2B Hrn (N)			1						A2B (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	hrn	40																0
A2C Hrn (N)			1						A2C (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	hrn	40																0
A3A Hrn (N)			1						A3A (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	hrn	40																0
A3B Hrn (N)			1						A3B (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	hrn	40																0
A3C Hrn (N)			1						A3C (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	hrn	40																0
A4A Hrn (N)			1						A4A (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	hrn	40																0
A4B Hrn (N)			1						A4B (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	hrn	40																0
A5A Hrn (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrn	40																0
A5B Hrn (N)			1						A5B (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrn	40																0
A5C Hrn (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrn	40																0
